query_id,domain_id,is_relevant_domain,relevance_strength,dominant_intent_match
q-rf_3967_exodus-routing_hard_v3-0194,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0194,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0195,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0195,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0195,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0195,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0196,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0196,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0196,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0196,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0197,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0197,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0197,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0197,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0198,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0198,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0198,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0198,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0199,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0199,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0199,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0199,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0200,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0200,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0200,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0200,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0201,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0201,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0201,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0201,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0202,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0202,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0202,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0202,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0203,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0203,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0203,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0203,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0204,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0204,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0204,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0204,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0205,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0205,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0205,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0205,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0206,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0206,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0206,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0206,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0207,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0207,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0207,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0207,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0208,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0208,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0208,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0208,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0209,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0209,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0209,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0209,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0210,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0210,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0210,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0210,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0211,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0211,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0211,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0211,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0212,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0212,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0212,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0212,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0213,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0213,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0213,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0213,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0214,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0214,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0214,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0214,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0215,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0215,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0215,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0215,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0216,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0216,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0216,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0216,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0217,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0217,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0217,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0217,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0218,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0218,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0218,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0218,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0219,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0219,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0219,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0219,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0220,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0220,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0220,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0220,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0221,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0221,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0221,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0221,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0222,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0222,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0222,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0222,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0223,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0223,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0223,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0223,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0224,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0224,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0224,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0224,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0225,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0225,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0225,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0225,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0226,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0226,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0226,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0226,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0227,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0227,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0227,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0227,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0228,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0228,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0228,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0228,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0229,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0229,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0229,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0229,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0230,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0230,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0230,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0230,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0231,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0231,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0231,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0231,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0232,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0232,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0232,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0232,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0233,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0233,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0233,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0233,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0234,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0234,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0234,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0234,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0235,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0235,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0235,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0235,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0236,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0236,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0236,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0236,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0237,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0237,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0237,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0237,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0238,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0238,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0238,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0238,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0239,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0239,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0239,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0239,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0240,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0240,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0240,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0240,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0241,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0241,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0241,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0241,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0242,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0242,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0242,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0242,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0243,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0243,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0243,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0243,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0244,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0244,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0244,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0244,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0245,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0245,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0245,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0245,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0246,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0246,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0246,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0246,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0247,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0247,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0247,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0247,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0248,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0248,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0248,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0248,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0249,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0249,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0249,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0249,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0250,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0250,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0250,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0250,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0251,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0251,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0251,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0251,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0252,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0252,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0252,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0252,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0253,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0253,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0253,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0253,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0254,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0254,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0254,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0254,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0255,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0255,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0255,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0255,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0256,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0256,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0256,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0256,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0257,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0257,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0257,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0257,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0258,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0258,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0258,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0258,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0259,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0259,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0259,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0259,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0260,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0260,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0260,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0260,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0261,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0261,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0261,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0261,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0262,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0262,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0262,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0262,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0263,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0263,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0263,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0263,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0264,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0264,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0264,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0264,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0265,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0265,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0265,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0265,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0266,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0266,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0266,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0266,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0267,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0267,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0267,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0267,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0268,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0268,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0268,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0268,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0269,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0269,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0269,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0269,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0270,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0270,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0270,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0270,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0271,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0271,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0271,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0271,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0272,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0272,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0272,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0272,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0273,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0273,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0273,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0273,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0274,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0274,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0274,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0274,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0275,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0275,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0275,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0275,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0276,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0276,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0276,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0276,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0277,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0277,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0277,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0277,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0278,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0278,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0278,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0278,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0279,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0279,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0279,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0279,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0280,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0280,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0280,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0280,domain-06,0,weak,0
q-rf_3967_exodus-object_hard_v3-0281,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0282,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0283,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0284,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0284,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0285,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0286,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0286,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0287,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0288,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0289,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0290,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0291,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0292,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0293,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0294,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0294,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0295,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0296,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0297,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0298,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0298,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0299,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0300,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0301,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0302,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0303,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0304,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0305,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0306,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0306,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0307,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0308,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0309,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0310,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0310,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0311,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0312,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0313,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0314,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0315,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0316,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0317,domain-03,1,strong,1
