object_id,object_text_id,embedding_row
obj-09-02-air_quality_co2-02-snm02,text-obj-09-02-air_quality_co2-02-snm02,4468
obj-09-02-air_quality_co2-02-snm03,text-obj-09-02-air_quality_co2-02-snm03,4469
obj-09-02-air_quality_co2-03,text-obj-09-02-air_quality_co2-03,4470
obj-09-02-air_quality_co2-03-cnm01,text-obj-09-02-air_quality_co2-03-cnm01,4471
obj-09-02-air_quality_co2-03-ncf01,text-obj-09-02-air_quality_co2-03-ncf01,4472
obj-09-02-air_quality_co2-03-snm01,text-obj-09-02-air_quality_co2-03-snm01,4473
obj-09-02-air_quality_co2-03-snm02,text-obj-09-02-air_quality_co2-03-snm02,4474
obj-09-02-air_quality_co2-03-snm03,text-obj-09-02-air_quality_co2-03-snm03,4475
obj-09-02-air_quality_pm25-01,text-obj-09-02-air_quality_pm25-01,4476
obj-09-02-air_quality_pm25-01-cnm01,text-obj-09-02-air_quality_pm25-01-cnm01,4477
obj-09-02-air_quality_pm25-01-ncf01,text-obj-09-02-air_quality_pm25-01-ncf01,4478
obj-09-02-air_quality_pm25-01-snm01,text-obj-09-02-air_quality_pm25-01-snm01,4479
obj-09-02-air_quality_pm25-01-snm02,text-obj-09-02-air_quality_pm25-01-snm02,4480
obj-09-02-air_quality_pm25-01-snm03,text-obj-09-02-air_quality_pm25-01-snm03,4481
obj-09-02-air_quality_pm25-02,text-obj-09-02-air_quality_pm25-02,4482
obj-09-02-air_quality_pm25-02-cnm01,text-obj-09-02-air_quality_pm25-02-cnm01,4483
obj-09-02-air_quality_pm25-02-ncf01,text-obj-09-02-air_quality_pm25-02-ncf01,4484
obj-09-02-air_quality_pm25-02-snm01,text-obj-09-02-air_quality_pm25-02-snm01,4485
obj-09-02-air_quality_pm25-02-snm02,text-obj-09-02-air_quality_pm25-02-snm02,4486
obj-09-02-air_quality_pm25-02-snm03,text-obj-09-02-air_quality_pm25-02-snm03,4487
obj-09-02-air_quality_pm25-03,text-obj-09-02-air_quality_pm25-03,4488
obj-09-02-air_quality_pm25-03-cnm01,text-obj-09-02-air_quality_pm25-03-cnm01,4489
obj-09-02-air_quality_pm25-03-ncf01,text-obj-09-02-air_quality_pm25-03-ncf01,4490
obj-09-02-air_quality_pm25-03-snm01,text-obj-09-02-air_quality_pm25-03-snm01,4491
obj-09-02-air_quality_pm25-03-snm02,text-obj-09-02-air_quality_pm25-03-snm02,4492
obj-09-02-air_quality_pm25-03-snm03,text-obj-09-02-air_quality_pm25-03-snm03,4493
obj-09-02-bus_arrival-01,text-obj-09-02-bus_arrival-01,4494
obj-09-02-bus_arrival-01-cnm01,text-obj-09-02-bus_arrival-01-cnm01,4495
obj-09-02-bus_arrival-01-ncf01,text-obj-09-02-bus_arrival-01-ncf01,4496
obj-09-02-bus_arrival-01-snm01,text-obj-09-02-bus_arrival-01-snm01,4497
obj-09-02-bus_arrival-01-snm02,text-obj-09-02-bus_arrival-01-snm02,4498
obj-09-02-bus_arrival-01-snm03,text-obj-09-02-bus_arrival-01-snm03,4499
obj-09-02-bus_arrival-02,text-obj-09-02-bus_arrival-02,4500
obj-09-02-bus_arrival-02-cnm01,text-obj-09-02-bus_arrival-02-cnm01,4501
obj-09-02-bus_arrival-02-ncf01,text-obj-09-02-bus_arrival-02-ncf01,4502
obj-09-02-bus_arrival-02-snm01,text-obj-09-02-bus_arrival-02-snm01,4503
obj-09-02-bus_arrival-02-snm02,text-obj-09-02-bus_arrival-02-snm02,4504
obj-09-02-bus_arrival-02-snm03,text-obj-09-02-bus_arrival-02-snm03,4505
obj-09-02-humidity-01,text-obj-09-02-humidity-01,4506
obj-09-02-humidity-01-cnm01,text-obj-09-02-humidity-01-cnm01,4507
obj-09-02-humidity-01-ncf01,text-obj-09-02-humidity-01-ncf01,4508
obj-09-02-humidity-01-snm01,text-obj-09-02-humidity-01-snm01,4509
obj-09-02-humidity-01-snm02,text-obj-09-02-humidity-01-snm02,4510
obj-09-02-humidity-01-snm03,text-obj-09-02-humidity-01-snm03,4511
obj-09-02-humidity-02,text-obj-09-02-humidity-02,4512
obj-09-02-humidity-02-cnm01,text-obj-09-02-humidity-02-cnm01,4513
obj-09-02-humidity-02-ncf01,text-obj-09-02-humidity-02-ncf01,4514
obj-09-02-humidity-02-snm01,text-obj-09-02-humidity-02-snm01,4515
obj-09-02-humidity-02-snm02,text-obj-09-02-humidity-02-snm02,4516
obj-09-02-humidity-02-snm03,text-obj-09-02-humidity-02-snm03,4517
obj-09-02-noise_level-01,text-obj-09-02-noise_level-01,4518
obj-09-02-noise_level-01-cnm01,text-obj-09-02-noise_level-01-cnm01,4519
obj-09-02-noise_level-01-ncf01,text-obj-09-02-noise_level-01-ncf01,4520
obj-09-02-noise_level-01-snm01,text-obj-09-02-noise_level-01-snm01,4521
obj-09-02-noise_level-01-snm02,text-obj-09-02-noise_level-01-snm02,4522
obj-09-02-noise_level-01-snm03,text-obj-09-02-noise_level-01-snm03,4523
obj-09-02-noise_level-02,text-obj-09-02-noise_level-02,4524
obj-09-02-noise_level-02-cnm01,text-obj-09-02-noise_level-02-cnm01,4525
obj-09-02-noise_level-02-ncf01,text-obj-09-02-noise_level-02-ncf01,4526
obj-09-02-noise_level-02-snm01,text-obj-09-02-noise_level-02-snm01,4527
obj-09-02-noise_level-02-snm02,text-obj-09-02-noise_level-02-snm02,4528
obj-09-02-noise_level-02-snm03,text-obj-09-02-noise_level-02-snm03,4529
obj-09-02-noise_level-03,text-obj-09-02-noise_level-03,4530
obj-09-02-noise_level-03-cnm01,text-obj-09-02-noise_level-03-cnm01,4531
obj-09-02-noise_level-03-ncf01,text-obj-09-02-noise_level-03-ncf01,4532
obj-09-02-noise_level-03-snm01,text-obj-09-02-noise_level-03-snm01,4533
obj-09-02-noise_level-03-snm02,text-obj-09-02-noise_level-03-snm02,4534
obj-09-02-noise_level-03-snm03,text-obj-09-02-noise_level-03-snm03,4535
obj-09-02-parking_availability-01,text-obj-09-02-parking_availability-01,4536
obj-09-02-parking_availability-01-cnm01,text-obj-09-02-parking_availability-01-cnm01,4537
obj-09-02-parking_availability-01-ncf01,text-obj-09-02-parking_availability-01-ncf01,4538
obj-09-02-parking_availability-01-snm01,text-obj-09-02-parking_availability-01-snm01,4539
obj-09-02-parking_availability-01-snm02,text-obj-09-02-parking_availability-01-snm02,4540
obj-09-02-parking_availability-01-snm03,text-obj-09-02-parking_availability-01-snm03,4541
obj-09-02-parking_availability-02,text-obj-09-02-parking_availability-02,4542
obj-09-02-parking_availability-02-cnm01,text-obj-09-02-parking_availability-02-cnm01,4543
obj-09-02-parking_availability-02-ncf01,text-obj-09-02-parking_availability-02-ncf01,4544
obj-09-02-parking_availability-02-snm01,text-obj-09-02-parking_availability-02-snm01,4545
obj-09-02-parking_availability-02-snm02,text-obj-09-02-parking_availability-02-snm02,4546
obj-09-02-parking_availability-02-snm03,text-obj-09-02-parking_availability-02-snm03,4547
obj-09-02-rainfall-01,text-obj-09-02-rainfall-01,4548
obj-09-02-rainfall-01-cnm01,text-obj-09-02-rainfall-01-cnm01,4549
obj-09-02-rainfall-01-ncf01,text-obj-09-02-rainfall-01-ncf01,4550
obj-09-02-rainfall-01-snm01,text-obj-09-02-rainfall-01-snm01,4551
obj-09-02-rainfall-01-snm02,text-obj-09-02-rainfall-01-snm02,4552
obj-09-02-rainfall-01-snm03,text-obj-09-02-rainfall-01-snm03,4553
obj-09-02-rainfall-02,text-obj-09-02-rainfall-02,4554
obj-09-02-rainfall-02-cnm01,text-obj-09-02-rainfall-02-cnm01,4555
obj-09-02-rainfall-02-ncf01,text-obj-09-02-rainfall-02-ncf01,4556
obj-09-02-rainfall-02-snm01,text-obj-09-02-rainfall-02-snm01,4557
obj-09-02-rainfall-02-snm02,text-obj-09-02-rainfall-02-snm02,4558
obj-09-02-rainfall-02-snm03,text-obj-09-02-rainfall-02-snm03,4559
obj-09-02-street_light_state-01,text-obj-09-02-street_light_state-01,4560
obj-09-02-street_light_state-01-cnm01,text-obj-09-02-street_light_state-01-cnm01,4561
obj-09-02-street_light_state-01-ncf01,text-obj-09-02-street_light_state-01-ncf01,4562
obj-09-02-street_light_state-01-snm01,text-obj-09-02-street_light_state-01-snm01,4563
obj-09-02-street_light_state-01-snm02,text-obj-09-02-street_light_state-01-snm02,4564
obj-09-02-street_light_state-01-snm03,text-obj-09-02-street_light_state-01-snm03,4565
obj-09-02-street_light_state-02,text-obj-09-02-street_light_state-02,4566
obj-09-02-street_light_state-02-cnm01,text-obj-09-02-street_light_state-02-cnm01,4567
obj-09-02-street_light_state-02-ncf01,text-obj-09-02-street_light_state-02-ncf01,4568
obj-09-02-street_light_state-02-snm01,text-obj-09-02-street_light_state-02-snm01,4569
obj-09-02-street_light_state-02-snm02,text-obj-09-02-street_light_state-02-snm02,4570
obj-09-02-street_light_state-02-snm03,text-obj-09-02-street_light_state-02-snm03,4571
obj-09-02-street_light_state-03,text-obj-09-02-street_light_state-03,4572
obj-09-02-street_light_state-03-cnm01,text-obj-09-02-street_light_state-03-cnm01,4573
obj-09-02-street_light_state-03-ncf01,text-obj-09-02-street_light_state-03-ncf01,4574
obj-09-02-street_light_state-03-snm01,text-obj-09-02-street_light_state-03-snm01,4575
obj-09-02-street_light_state-03-snm02,text-obj-09-02-street_light_state-03-snm02,4576
obj-09-02-street_light_state-03-snm03,text-obj-09-02-street_light_state-03-snm03,4577
obj-09-02-temperature-01,text-obj-09-02-temperature-01,4578
obj-09-02-temperature-01-cnm01,text-obj-09-02-temperature-01-cnm01,4579
obj-09-02-temperature-01-ncf01,text-obj-09-02-temperature-01-ncf01,4580
obj-09-02-temperature-01-snm01,text-obj-09-02-temperature-01-snm01,4581
obj-09-02-temperature-01-snm02,text-obj-09-02-temperature-01-snm02,4582
obj-09-02-temperature-01-snm03,text-obj-09-02-temperature-01-snm03,4583
obj-09-02-temperature-02,text-obj-09-02-temperature-02,4584
obj-09-02-temperature-02-cnm01,text-obj-09-02-temperature-02-cnm01,4585
obj-09-02-temperature-02-ncf01,text-obj-09-02-temperature-02-ncf01,4586
obj-09-02-temperature-02-snm01,text-obj-09-02-temperature-02-snm01,4587
obj-09-02-temperature-02-snm02,text-obj-09-02-temperature-02-snm02,4588
obj-09-02-temperature-02-snm03,text-obj-09-02-temperature-02-snm03,4589
obj-09-02-traffic_speed-01,text-obj-09-02-traffic_speed-01,4590
obj-09-02-traffic_speed-01-cnm01,text-obj-09-02-traffic_speed-01-cnm01,4591
obj-09-02-traffic_speed-01-ncf01,text-obj-09-02-traffic_speed-01-ncf01,4592
obj-09-02-traffic_speed-01-snm01,text-obj-09-02-traffic_speed-01-snm01,4593
obj-09-02-traffic_speed-01-snm02,text-obj-09-02-traffic_speed-01-snm02,4594
obj-09-02-traffic_speed-01-snm03,text-obj-09-02-traffic_speed-01-snm03,4595
obj-09-02-traffic_speed-02,text-obj-09-02-traffic_speed-02,4596
obj-09-02-traffic_speed-02-cnm01,text-obj-09-02-traffic_speed-02-cnm01,4597
obj-09-02-traffic_speed-02-ncf01,text-obj-09-02-traffic_speed-02-ncf01,4598
obj-09-02-traffic_speed-02-snm01,text-obj-09-02-traffic_speed-02-snm01,4599
obj-09-02-traffic_speed-02-snm02,text-obj-09-02-traffic_speed-02-snm02,4600
obj-09-02-traffic_speed-02-snm03,text-obj-09-02-traffic_speed-02-snm03,4601
obj-09-03-air_quality_co2-01,text-obj-09-03-air_quality_co2-01,4602
obj-09-03-air_quality_co2-01-cnm01,text-obj-09-03-air_quality_co2-01-cnm01,4603
obj-09-03-air_quality_co2-01-ncf01,text-obj-09-03-air_quality_co2-01-ncf01,4604
obj-09-03-air_quality_co2-01-snm01,text-obj-09-03-air_quality_co2-01-snm01,4605
obj-09-03-air_quality_co2-01-snm02,text-obj-09-03-air_quality_co2-01-snm02,4606
obj-09-03-air_quality_co2-01-snm03,text-obj-09-03-air_quality_co2-01-snm03,4607
obj-09-03-air_quality_co2-02,text-obj-09-03-air_quality_co2-02,4608
obj-09-03-air_quality_co2-02-cnm01,text-obj-09-03-air_quality_co2-02-cnm01,4609
obj-09-03-air_quality_co2-02-ncf01,text-obj-09-03-air_quality_co2-02-ncf01,4610
obj-09-03-air_quality_co2-02-snm01,text-obj-09-03-air_quality_co2-02-snm01,4611
obj-09-03-air_quality_co2-02-snm02,text-obj-09-03-air_quality_co2-02-snm02,4612
obj-09-03-air_quality_co2-02-snm03,text-obj-09-03-air_quality_co2-02-snm03,4613
obj-09-03-air_quality_pm25-01,text-obj-09-03-air_quality_pm25-01,4614
obj-09-03-air_quality_pm25-01-cnm01,text-obj-09-03-air_quality_pm25-01-cnm01,4615
obj-09-03-air_quality_pm25-01-ncf01,text-obj-09-03-air_quality_pm25-01-ncf01,4616
obj-09-03-air_quality_pm25-01-snm01,text-obj-09-03-air_quality_pm25-01-snm01,4617
obj-09-03-air_quality_pm25-01-snm02,text-obj-09-03-air_quality_pm25-01-snm02,4618
obj-09-03-air_quality_pm25-01-snm03,text-obj-09-03-air_quality_pm25-01-snm03,4619
obj-09-03-air_quality_pm25-02,text-obj-09-03-air_quality_pm25-02,4620
obj-09-03-air_quality_pm25-02-cnm01,text-obj-09-03-air_quality_pm25-02-cnm01,4621
obj-09-03-air_quality_pm25-02-ncf01,text-obj-09-03-air_quality_pm25-02-ncf01,4622
obj-09-03-air_quality_pm25-02-snm01,text-obj-09-03-air_quality_pm25-02-snm01,4623
obj-09-03-air_quality_pm25-02-snm02,text-obj-09-03-air_quality_pm25-02-snm02,4624
obj-09-03-air_quality_pm25-02-snm03,text-obj-09-03-air_quality_pm25-02-snm03,4625
obj-09-03-bus_arrival-01,text-obj-09-03-bus_arrival-01,4626
obj-09-03-bus_arrival-01-cnm01,text-obj-09-03-bus_arrival-01-cnm01,4627
obj-09-03-bus_arrival-01-ncf01,text-obj-09-03-bus_arrival-01-ncf01,4628
obj-09-03-bus_arrival-01-snm01,text-obj-09-03-bus_arrival-01-snm01,4629
obj-09-03-bus_arrival-01-snm02,text-obj-09-03-bus_arrival-01-snm02,4630
obj-09-03-bus_arrival-01-snm03,text-obj-09-03-bus_arrival-01-snm03,4631
obj-09-03-bus_arrival-02,text-obj-09-03-bus_arrival-02,4632
obj-09-03-bus_arrival-02-cnm01,text-obj-09-03-bus_arrival-02-cnm01,4633
obj-09-03-bus_arrival-02-ncf01,text-obj-09-03-bus_arrival-02-ncf01,4634
obj-09-03-bus_arrival-02-snm01,text-obj-09-03-bus_arrival-02-snm01,4635
obj-09-03-bus_arrival-02-snm02,text-obj-09-03-bus_arrival-02-snm02,4636
obj-09-03-bus_arrival-02-snm03,text-obj-09-03-bus_arrival-02-snm03,4637
obj-09-03-bus_arrival-03,text-obj-09-03-bus_arrival-03,4638
obj-09-03-bus_arrival-03-cnm01,text-obj-09-03-bus_arrival-03-cnm01,4639
obj-09-03-bus_arrival-03-ncf01,text-obj-09-03-bus_arrival-03-ncf01,4640
obj-09-03-bus_arrival-03-snm01,text-obj-09-03-bus_arrival-03-snm01,4641
obj-09-03-bus_arrival-03-snm02,text-obj-09-03-bus_arrival-03-snm02,4642
obj-09-03-bus_arrival-03-snm03,text-obj-09-03-bus_arrival-03-snm03,4643
obj-09-03-humidity-01,text-obj-09-03-humidity-01,4644
obj-09-03-humidity-01-cnm01,text-obj-09-03-humidity-01-cnm01,4645
obj-09-03-humidity-01-ncf01,text-obj-09-03-humidity-01-ncf01,4646
obj-09-03-humidity-01-snm01,text-obj-09-03-humidity-01-snm01,4647
obj-09-03-humidity-01-snm02,text-obj-09-03-humidity-01-snm02,4648
obj-09-03-humidity-01-snm03,text-obj-09-03-humidity-01-snm03,4649
obj-09-03-humidity-02,text-obj-09-03-humidity-02,4650
obj-09-03-humidity-02-cnm01,text-obj-09-03-humidity-02-cnm01,4651
obj-09-03-humidity-02-ncf01,text-obj-09-03-humidity-02-ncf01,4652
obj-09-03-humidity-02-snm01,text-obj-09-03-humidity-02-snm01,4653
obj-09-03-humidity-02-snm02,text-obj-09-03-humidity-02-snm02,4654
obj-09-03-humidity-02-snm03,text-obj-09-03-humidity-02-snm03,4655
obj-09-03-noise_level-01,text-obj-09-03-noise_level-01,4656
obj-09-03-noise_level-01-cnm01,text-obj-09-03-noise_level-01-cnm01,4657
obj-09-03-noise_level-01-ncf01,text-obj-09-03-noise_level-01-ncf01,4658
obj-09-03-noise_level-01-snm01,text-obj-09-03-noise_level-01-snm01,4659
obj-09-03-noise_level-01-snm02,text-obj-09-03-noise_level-01-snm02,4660
obj-09-03-noise_level-01-snm03,text-obj-09-03-noise_level-01-snm03,4661
obj-09-03-noise_level-02,text-obj-09-03-noise_level-02,4662
obj-09-03-noise_level-02-cnm01,text-obj-09-03-noise_level-02-cnm01,4663
obj-09-03-noise_level-02-ncf01,text-obj-09-03-noise_level-02-ncf01,4664
obj-09-03-noise_level-02-snm01,text-obj-09-03-noise_level-02-snm01,4665
obj-09-03-noise_level-02-snm02,text-obj-09-03-noise_level-02-snm02,4666
obj-09-03-noise_level-02-snm03,text-obj-09-03-noise_level-02-snm03,4667
obj-09-03-noise_level-03,text-obj-09-03-noise_level-03,4668
obj-09-03-noise_level-03-cnm01,text-obj-09-03-noise_level-03-cnm01,4669
obj-09-03-noise_level-03-ncf01,text-obj-09-03-noise_level-03-ncf01,4670
obj-09-03-noise_level-03-snm01,text-obj-09-03-noise_level-03-snm01,4671
obj-09-03-noise_level-03-snm02,text-obj-09-03-noise_level-03-snm02,4672
obj-09-03-noise_level-03-snm03,text-obj-09-03-noise_level-03-snm03,4673
obj-09-03-parking_availability-01,text-obj-09-03-parking_availability-01,4674
obj-09-03-parking_availability-01-cnm01,text-obj-09-03-parking_availability-01-cnm01,4675
obj-09-03-parking_availability-01-ncf01,text-obj-09-03-parking_availability-01-ncf01,4676
obj-09-03-parking_availability-01-snm01,text-obj-09-03-parking_availability-01-snm01,4677
obj-09-03-parking_availability-01-snm02,text-obj-09-03-parking_availability-01-snm02,4678
obj-09-03-parking_availability-01-snm03,text-obj-09-03-parking_availability-01-snm03,4679
obj-09-03-parking_availability-02,text-obj-09-03-parking_availability-02,4680
obj-09-03-parking_availability-02-cnm01,text-obj-09-03-parking_availability-02-cnm01,4681
obj-09-03-parking_availability-02-ncf01,text-obj-09-03-parking_availability-02-ncf01,4682
obj-09-03-parking_availability-02-snm01,text-obj-09-03-parking_availability-02-snm01,4683
obj-09-03-parking_availability-02-snm02,text-obj-09-03-parking_availability-02-snm02,4684
obj-09-03-parking_availability-02-snm03,text-obj-09-03-parking_availability-02-snm03,4685
obj-09-03-rainfall-01,text-obj-09-03-rainfall-01,4686
obj-09-03-rainfall-01-cnm01,text-obj-09-03-rainfall-01-cnm01,4687
obj-09-03-rainfall-01-ncf01,text-obj-09-03-rainfall-01-ncf01,4688
obj-09-03-rainfall-01-snm01,text-obj-09-03-rainfall-01-snm01,4689
obj-09-03-rainfall-01-snm02,text-obj-09-03-rainfall-01-snm02,4690
obj-09-03-rainfall-01-snm03,text-obj-09-03-rainfall-01-snm03,4691
obj-09-03-rainfall-02,text-obj-09-03-rainfall-02,4692
obj-09-03-rainfall-02-cnm01,text-obj-09-03-rainfall-02-cnm01,4693
obj-09-03-rainfall-02-ncf01,text-obj-09-03-rainfall-02-ncf01,4694
obj-09-03-rainfall-02-snm01,text-obj-09-03-rainfall-02-snm01,4695
obj-09-03-rainfall-02-snm02,text-obj-09-03-rainfall-02-snm02,4696
obj-09-03-rainfall-02-snm03,text-obj-09-03-rainfall-02-snm03,4697
obj-09-03-street_light_state-01,text-obj-09-03-street_light_state-01,4698
obj-09-03-street_light_state-01-cnm01,text-obj-09-03-street_light_state-01-cnm01,4699
obj-09-03-street_light_state-01-ncf01,text-obj-09-03-street_light_state-01-ncf01,4700
obj-09-03-street_light_state-01-snm01,text-obj-09-03-street_light_state-01-snm01,4701
obj-09-03-street_light_state-01-snm02,text-obj-09-03-street_light_state-01-snm02,4702
obj-09-03-street_light_state-01-snm03,text-obj-09-03-street_light_state-01-snm03,4703
obj-09-03-street_light_state-02,text-obj-09-03-street_light_state-02,4704
obj-09-03-street_light_state-02-cnm01,text-obj-09-03-street_light_state-02-cnm01,4705
obj-09-03-street_light_state-02-ncf01,text-obj-09-03-street_light_state-02-ncf01,4706
obj-09-03-street_light_state-02-snm01,text-obj-09-03-street_light_state-02-snm01,4707
obj-09-03-street_light_state-02-snm02,text-obj-09-03-street_light_state-02-snm02,4708
obj-09-03-street_light_state-02-snm03,text-obj-09-03-street_light_state-02-snm03,4709
obj-09-03-street_light_state-03,text-obj-09-03-street_light_state-03,4710
obj-09-03-street_light_state-03-cnm01,text-obj-09-03-street_light_state-03-cnm01,4711
obj-09-03-street_light_state-03-ncf01,text-obj-09-03-street_light_state-03-ncf01,4712
obj-09-03-street_light_state-03-snm01,text-obj-09-03-street_light_state-03-snm01,4713
obj-09-03-street_light_state-03-snm02,text-obj-09-03-street_light_state-03-snm02,4714
obj-09-03-street_light_state-03-snm03,text-obj-09-03-street_light_state-03-snm03,4715
obj-09-03-temperature-01,text-obj-09-03-temperature-01,4716
obj-09-03-temperature-01-cnm01,text-obj-09-03-temperature-01-cnm01,4717
obj-09-03-temperature-01-ncf01,text-obj-09-03-temperature-01-ncf01,4718
obj-09-03-temperature-01-snm01,text-obj-09-03-temperature-01-snm01,4719
obj-09-03-temperature-01-snm02,text-obj-09-03-temperature-01-snm02,4720
obj-09-03-temperature-01-snm03,text-obj-09-03-temperature-01-snm03,4721
obj-09-03-temperature-02,text-obj-09-03-temperature-02,4722
obj-09-03-temperature-02-cnm01,text-obj-09-03-temperature-02-cnm01,4723
obj-09-03-temperature-02-ncf01,text-obj-09-03-temperature-02-ncf01,4724
obj-09-03-temperature-02-snm01,text-obj-09-03-temperature-02-snm01,4725
obj-09-03-temperature-02-snm02,text-obj-09-03-temperature-02-snm02,4726
obj-09-03-temperature-02-snm03,text-obj-09-03-temperature-02-snm03,4727
obj-09-03-traffic_speed-01,text-obj-09-03-traffic_speed-01,4728
obj-09-03-traffic_speed-01-cnm01,text-obj-09-03-traffic_speed-01-cnm01,4729
obj-09-03-traffic_speed-01-ncf01,text-obj-09-03-traffic_speed-01-ncf01,4730
obj-09-03-traffic_speed-01-snm01,text-obj-09-03-traffic_speed-01-snm01,4731
obj-09-03-traffic_speed-01-snm02,text-obj-09-03-traffic_speed-01-snm02,4732
obj-09-03-traffic_speed-01-snm03,text-obj-09-03-traffic_speed-01-snm03,4733
obj-09-03-traffic_speed-02,text-obj-09-03-traffic_speed-02,4734
obj-09-03-traffic_speed-02-cnm01,text-obj-09-03-traffic_speed-02-cnm01,4735
obj-09-03-traffic_speed-02-ncf01,text-obj-09-03-traffic_speed-02-ncf01,4736
obj-09-03-traffic_speed-02-snm01,text-obj-09-03-traffic_speed-02-snm01,4737
obj-09-03-traffic_speed-02-snm02,text-obj-09-03-traffic_speed-02-snm02,4738
obj-09-03-traffic_speed-02-snm03,text-obj-09-03-traffic_speed-02-snm03,4739
obj-09-03-traffic_speed-03,text-obj-09-03-traffic_speed-03,4740
obj-09-03-traffic_speed-03-cnm01,text-obj-09-03-traffic_speed-03-cnm01,4741
obj-09-03-traffic_speed-03-ncf01,text-obj-09-03-traffic_speed-03-ncf01,4742
obj-09-03-traffic_speed-03-snm01,text-obj-09-03-traffic_speed-03-snm01,4743
obj-09-03-traffic_speed-03-snm02,text-obj-09-03-traffic_speed-03-snm02,4744
obj-09-03-traffic_speed-03-snm03,text-obj-09-03-traffic_speed-03-snm03,4745
obj-09-04-air_quality_co2-01,text-obj-09-04-air_quality_co2-01,4746
obj-09-04-air_quality_co2-01-cnm01,text-obj-09-04-air_quality_co2-01-cnm01,4747
obj-09-04-air_quality_co2-01-ncf01,text-obj-09-04-air_quality_co2-01-ncf01,4748
obj-09-04-air_quality_co2-01-snm01,text-obj-09-04-air_quality_co2-01-snm01,4749
obj-09-04-air_quality_co2-01-snm02,text-obj-09-04-air_quality_co2-01-snm02,4750
obj-09-04-air_quality_co2-01-snm03,text-obj-09-04-air_quality_co2-01-snm03,4751
obj-09-04-air_quality_co2-02,text-obj-09-04-air_quality_co2-02,4752
obj-09-04-air_quality_co2-02-cnm01,text-obj-09-04-air_quality_co2-02-cnm01,4753
obj-09-04-air_quality_co2-02-ncf01,text-obj-09-04-air_quality_co2-02-ncf01,4754
obj-09-04-air_quality_co2-02-snm01,text-obj-09-04-air_quality_co2-02-snm01,4755
obj-09-04-air_quality_co2-02-snm02,text-obj-09-04-air_quality_co2-02-snm02,4756
obj-09-04-air_quality_co2-02-snm03,text-obj-09-04-air_quality_co2-02-snm03,4757
obj-09-04-air_quality_pm25-01,text-obj-09-04-air_quality_pm25-01,4758
obj-09-04-air_quality_pm25-01-cnm01,text-obj-09-04-air_quality_pm25-01-cnm01,4759
obj-09-04-air_quality_pm25-01-ncf01,text-obj-09-04-air_quality_pm25-01-ncf01,4760
obj-09-04-air_quality_pm25-01-snm01,text-obj-09-04-air_quality_pm25-01-snm01,4761
obj-09-04-air_quality_pm25-01-snm02,text-obj-09-04-air_quality_pm25-01-snm02,4762
obj-09-04-air_quality_pm25-01-snm03,text-obj-09-04-air_quality_pm25-01-snm03,4763
obj-09-04-air_quality_pm25-02,text-obj-09-04-air_quality_pm25-02,4764
obj-09-04-air_quality_pm25-02-cnm01,text-obj-09-04-air_quality_pm25-02-cnm01,4765
obj-09-04-air_quality_pm25-02-ncf01,text-obj-09-04-air_quality_pm25-02-ncf01,4766
obj-09-04-air_quality_pm25-02-snm01,text-obj-09-04-air_quality_pm25-02-snm01,4767
obj-09-04-air_quality_pm25-02-snm02,text-obj-09-04-air_quality_pm25-02-snm02,4768
obj-09-04-air_quality_pm25-02-snm03,text-obj-09-04-air_quality_pm25-02-snm03,4769
obj-09-04-bus_arrival-01,text-obj-09-04-bus_arrival-01,4770
obj-09-04-bus_arrival-01-cnm01,text-obj-09-04-bus_arrival-01-cnm01,4771
obj-09-04-bus_arrival-01-ncf01,text-obj-09-04-bus_arrival-01-ncf01,4772
obj-09-04-bus_arrival-01-snm01,text-obj-09-04-bus_arrival-01-snm01,4773
obj-09-04-bus_arrival-01-snm02,text-obj-09-04-bus_arrival-01-snm02,4774
obj-09-04-bus_arrival-01-snm03,text-obj-09-04-bus_arrival-01-snm03,4775
obj-09-04-bus_arrival-02,text-obj-09-04-bus_arrival-02,4776
obj-09-04-bus_arrival-02-cnm01,text-obj-09-04-bus_arrival-02-cnm01,4777
obj-09-04-bus_arrival-02-ncf01,text-obj-09-04-bus_arrival-02-ncf01,4778
obj-09-04-bus_arrival-02-snm01,text-obj-09-04-bus_arrival-02-snm01,4779
obj-09-04-bus_arrival-02-snm02,text-obj-09-04-bus_arrival-02-snm02,4780
obj-09-04-bus_arrival-02-snm03,text-obj-09-04-bus_arrival-02-snm03,4781
obj-09-04-humidity-01,text-obj-09-04-humidity-01,4782
obj-09-04-humidity-01-cnm01,text-obj-09-04-humidity-01-cnm01,4783
obj-09-04-humidity-01-ncf01,text-obj-09-04-humidity-01-ncf01,4784
obj-09-04-humidity-01-snm01,text-obj-09-04-humidity-01-snm01,4785
obj-09-04-humidity-01-snm02,text-obj-09-04-humidity-01-snm02,4786
obj-09-04-humidity-01-snm03,text-obj-09-04-humidity-01-snm03,4787
obj-09-04-humidity-02,text-obj-09-04-humidity-02,4788
obj-09-04-humidity-02-cnm01,text-obj-09-04-humidity-02-cnm01,4789
obj-09-04-humidity-02-ncf01,text-obj-09-04-humidity-02-ncf01,4790
obj-09-04-humidity-02-snm01,text-obj-09-04-humidity-02-snm01,4791
obj-09-04-humidity-02-snm02,text-obj-09-04-humidity-02-snm02,4792
obj-09-04-humidity-02-snm03,text-obj-09-04-humidity-02-snm03,4793
