centroid_row,domain_id,level,cell_id
843,domain-07,2,domain-07-domain-07-zone-04-parking_availability-mc-2
844,domain-07,1,domain-07-domain-07-zone-04-rainfall
845,domain-07,2,domain-07-domain-07-zone-04-rainfall-mc-1
846,domain-07,2,domain-07-domain-07-zone-04-rainfall-mc-2
847,domain-07,1,domain-07-domain-07-zone-04-street_light_state
848,domain-07,2,domain-07-domain-07-zone-04-street_light_state-mc-1
849,domain-07,2,domain-07-domain-07-zone-04-street_light_state-mc-2
850,domain-07,1,domain-07-domain-07-zone-04-temperature
851,domain-07,2,domain-07-domain-07-zone-04-temperature-mc-1
852,domain-07,2,domain-07-domain-07-zone-04-temperature-mc-2
853,domain-07,1,domain-07-domain-07-zone-04-traffic_speed
854,domain-07,2,domain-07-domain-07-zone-04-traffic_speed-mc-1
855,domain-07,2,domain-07-domain-07-zone-04-traffic_speed-mc-2
856,domain-08,1,domain-08-domain-08-zone-01-air_quality_co2
857,domain-08,2,domain-08-domain-08-zone-01-air_quality_co2-mc-1
858,domain-08,2,domain-08-domain-08-zone-01-air_quality_co2-mc-2
859,domain-08,1,domain-08-domain-08-zone-01-air_quality_pm25
860,domain-08,2,domain-08-domain-08-zone-01-air_quality_pm25-mc-1
861,domain-08,2,domain-08-domain-08-zone-01-air_quality_pm25-mc-2
862,domain-08,1,domain-08-domain-08-zone-01-bus_arrival
863,domain-08,2,domain-08-domain-08-zone-01-bus_arrival-mc-1
864,domain-08,2,domain-08-domain-08-zone-01-bus_arrival-mc-2
865,domain-08,1,domain-08-domain-08-zone-01-humidity
866,domain-08,2,domain-08-domain-08-zone-01-humidity-mc-1
867,domain-08,2,domain-08-domain-08-zone-01-humidity-mc-2
868,domain-08,1,domain-08-domain-08-zone-01-noise_level
869,domain-08,2,domain-08-domain-08-zone-01-noise_level-mc-1
870,domain-08,2,domain-08-domain-08-zone-01-noise_level-mc-2
871,domain-08,1,domain-08-domain-08-zone-01-parking_availability
872,domain-08,2,domain-08-domain-08-zone-01-parking_availability-mc-1
873,domain-08,2,domain-08-domain-08-zone-01-parking_availability-mc-2
874,domain-08,1,domain-08-domain-08-zone-01-rainfall
875,domain-08,2,domain-08-domain-08-zone-01-rainfall-mc-1
876,domain-08,2,domain-08-domain-08-zone-01-rainfall-mc-2
877,domain-08,1,domain-08-domain-08-zone-01-street_light_state
878,domain-08,2,domain-08-domain-08-zone-01-street_light_state-mc-1
879,domain-08,2,domain-08-domain-08-zone-01-street_light_state-mc-2
880,domain-08,1,domain-08-domain-08-zone-01-temperature
881,domain-08,2,domain-08-domain-08-zone-01-temperature-mc-1
882,domain-08,2,domain-08-domain-08-zone-01-temperature-mc-2
883,domain-08,1,domain-08-domain-08-zone-01-traffic_speed
884,domain-08,2,domain-08-domain-08-zone-01-traffic_speed-mc-1
885,domain-08,2,domain-08-domain-08-zone-01-traffic_speed-mc-2
886,domain-08,1,domain-08-domain-08-zone-02-air_quality_co2
887,domain-08,2,domain-08-domain-08-zone-02-air_quality_co2-mc-1
888,domain-08,2,domain-08-domain-08-zone-02-air_quality_co2-mc-2
889,domain-08,1,domain-08-domain-08-zone-02-air_quality_pm25
890,domain-08,2,domain-08-domain-08-zone-02-air_quality_pm25-mc-1
891,domain-08,2,domain-08-domain-08-zone-02-air_quality_pm25-mc-2
892,domain-08,1,domain-08-domain-08-zone-02-bus_arrival
893,domain-08,2,domain-08-domain-08-zone-02-bus_arrival-mc-1
894,domain-08,2,domain-08-domain-08-zone-02-bus_arrival-mc-2
895,domain-08,1,domain-08-domain-08-zone-02-humidity
896,domain-08,2,domain-08-domain-08-zone-02-humidity-mc-1
897,domain-08,2,domain-08-domain-08-zone-02-humidity-mc-2
898,domain-08,1,domain-08-domain-08-zone-02-noise_level
899,domain-08,2,domain-08-domain-08-zone-02-noise_level-mc-1
900,domain-08,2,domain-08-domain-08-zone-02-noise_level-mc-2
901,domain-08,1,domain-08-domain-08-zone-02-parking_availability
902,domain-08,2,domain-08-domain-08-zone-02-parking_availability-mc-1
903,domain-08,2,domain-08-domain-08-zone-02-parking_availability-mc-2
904,domain-08,1,domain-08-domain-08-zone-02-rainfall
905,domain-08,2,domain-08-domain-08-zone-02-rainfall-mc-1
906,domain-08,2,domain-08-domain-08-zone-02-rainfall-mc-2
907,domain-08,1,domain-08-domain-08-zone-02-street_light_state
908,domain-08,2,domain-08-domain-08-zone-02-street_light_state-mc-1
909,domain-08,2,domain-08-domain-08-zone-02-street_light_state-mc-2
910,domain-08,1,domain-08-domain-08-zone-02-temperature
911,domain-08,2,domain-08-domain-08-zone-02-temperature-mc-1
912,domain-08,2,domain-08-domain-08-zone-02-temperature-mc-2
913,domain-08,1,domain-08-domain-08-zone-02-traffic_speed
914,domain-08,2,domain-08-domain-08-zone-02-traffic_speed-mc-1
915,domain-08,2,domain-08-domain-08-zone-02-traffic_speed-mc-2
916,domain-08,1,domain-08-domain-08-zone-03-air_quality_co2
917,domain-08,2,domain-08-domain-08-zone-03-air_quality_co2-mc-1
918,domain-08,2,domain-08-domain-08-zone-03-air_quality_co2-mc-2
919,domain-08,1,domain-08-domain-08-zone-03-air_quality_pm25
920,domain-08,2,domain-08-domain-08-zone-03-air_quality_pm25-mc-1
921,domain-08,2,domain-08-domain-08-zone-03-air_quality_pm25-mc-2
922,domain-08,1,domain-08-domain-08-zone-03-bus_arrival
923,domain-08,2,domain-08-domain-08-zone-03-bus_arrival-mc-1
924,domain-08,2,domain-08-domain-08-zone-03-bus_arrival-mc-2
925,domain-08,1,domain-08-domain-08-zone-03-humidity
926,domain-08,2,domain-08-domain-08-zone-03-humidity-mc-1
927,domain-08,2,domain-08-domain-08-zone-03-humidity-mc-2
928,domain-08,1,domain-08-domain-08-zone-03-noise_level
929,domain-08,2,domain-08-domain-08-zone-03-noise_level-mc-1
930,domain-08,2,domain-08-domain-08-zone-03-noise_level-mc-2
931,domain-08,1,domain-08-domain-08-zone-03-parking_availability
932,domain-08,2,domain-08-domain-08-zone-03-parking_availability-mc-1
933,domain-08,2,domain-08-domain-08-zone-03-parking_availability-mc-2
934,domain-08,1,domain-08-domain-08-zone-03-rainfall
935,domain-08,2,domain-08-domain-08-zone-03-rainfall-mc-1
936,domain-08,2,domain-08-domain-08-zone-03-rainfall-mc-2
937,domain-08,1,domain-08-domain-08-zone-03-street_light_state
938,domain-08,2,domain-08-domain-08-zone-03-street_light_state-mc-1
939,domain-08,2,domain-08-domain-08-zone-03-street_light_state-mc-2
940,domain-08,1,domain-08-domain-08-zone-03-temperature
941,domain-08,2,domain-08-domain-08-zone-03-temperature-mc-1
942,domain-08,2,domain-08-domain-08-zone-03-temperature-mc-2
943,domain-08,1,domain-08-domain-08-zone-03-traffic_speed
944,domain-08,2,domain-08-domain-08-zone-03-traffic_speed-mc-1
945,domain-08,2,domain-08-domain-08-zone-03-traffic_speed-mc-2
946,domain-08,1,domain-08-domain-08-zone-04-air_quality_co2
947,domain-08,2,domain-08-domain-08-zone-04-air_quality_co2-mc-1
948,domain-08,2,domain-08-domain-08-zone-04-air_quality_co2-mc-2
949,domain-08,1,domain-08-domain-08-zone-04-air_quality_pm25
950,domain-08,2,domain-08-domain-08-zone-04-air_quality_pm25-mc-1
951,domain-08,2,domain-08-domain-08-zone-04-air_quality_pm25-mc-2
952,domain-08,1,domain-08-domain-08-zone-04-bus_arrival
953,domain-08,2,domain-08-domain-08-zone-04-bus_arrival-mc-1
954,domain-08,2,domain-08-domain-08-zone-04-bus_arrival-mc-2
955,domain-08,1,domain-08-domain-08-zone-04-humidity
956,domain-08,2,domain-08-domain-08-zone-04-humidity-mc-1
957,domain-08,2,domain-08-domain-08-zone-04-humidity-mc-2
958,domain-08,1,domain-08-domain-08-zone-04-noise_level
959,domain-08,2,domain-08-domain-08-zone-04-noise_level-mc-1
960,domain-08,2,domain-08-domain-08-zone-04-noise_level-mc-2
961,domain-08,1,domain-08-domain-08-zone-04-parking_availability
962,domain-08,2,domain-08-domain-08-zone-04-parking_availability-mc-1
963,domain-08,2,domain-08-domain-08-zone-04-parking_availability-mc-2
964,domain-08,1,domain-08-domain-08-zone-04-rainfall
965,domain-08,2,domain-08-domain-08-zone-04-rainfall-mc-1
966,domain-08,2,domain-08-domain-08-zone-04-rainfall-mc-2
967,domain-08,1,domain-08-domain-08-zone-04-street_light_state
968,domain-08,2,domain-08-domain-08-zone-04-street_light_state-mc-1
969,domain-08,2,domain-08-domain-08-zone-04-street_light_state-mc-2
970,domain-08,1,domain-08-domain-08-zone-04-temperature
971,domain-08,2,domain-08-domain-08-zone-04-temperature-mc-1
972,domain-08,2,domain-08-domain-08-zone-04-temperature-mc-2
973,domain-08,1,domain-08-domain-08-zone-04-traffic_speed
974,domain-08,2,domain-08-domain-08-zone-04-traffic_speed-mc-1
975,domain-08,2,domain-08-domain-08-zone-04-traffic_speed-mc-2
976,domain-09,1,domain-09-domain-09-zone-01-air_quality_co2
977,domain-09,2,domain-09-domain-09-zone-01-air_quality_co2-mc-1
978,domain-09,2,domain-09-domain-09-zone-01-air_quality_co2-mc-2
979,domain-09,1,domain-09-domain-09-zone-01-air_quality_pm25
980,domain-09,2,domain-09-domain-09-zone-01-air_quality_pm25-mc-1
981,domain-09,2,domain-09-domain-09-zone-01-air_quality_pm25-mc-2
982,domain-09,1,domain-09-domain-09-zone-01-bus_arrival
983,domain-09,2,domain-09-domain-09-zone-01-bus_arrival-mc-1
984,domain-09,2,domain-09-domain-09-zone-01-bus_arrival-mc-2
985,domain-09,1,domain-09-domain-09-zone-01-humidity
986,domain-09,2,domain-09-domain-09-zone-01-humidity-mc-1
987,domain-09,2,domain-09-domain-09-zone-01-humidity-mc-2
988,domain-09,1,domain-09-domain-09-zone-01-noise_level
989,domain-09,2,domain-09-domain-09-zone-01-noise_level-mc-1
990,domain-09,2,domain-09-domain-09-zone-01-noise_level-mc-2
991,domain-09,1,domain-09-domain-09-zone-01-parking_availability
992,domain-09,2,domain-09-domain-09-zone-01-parking_availability-mc-1
993,domain-09,2,domain-09-domain-09-zone-01-parking_availability-mc-2
994,domain-09,1,domain-09-domain-09-zone-01-rainfall
995,domain-09,2,domain-09-domain-09-zone-01-rainfall-mc-1
996,domain-09,2,domain-09-domain-09-zone-01-rainfall-mc-2
997,domain-09,1,domain-09-domain-09-zone-01-street_light_state
998,domain-09,2,domain-09-domain-09-zone-01-street_light_state-mc-1
999,domain-09,2,domain-09-domain-09-zone-01-street_light_state-mc-2
1000,domain-09,1,domain-09-domain-09-zone-01-temperature
1001,domain-09,2,domain-09-domain-09-zone-01-temperature-mc-1
1002,domain-09,2,domain-09-domain-09-zone-01-temperature-mc-2
1003,domain-09,1,domain-09-domain-09-zone-01-traffic_speed
1004,domain-09,2,domain-09-domain-09-zone-01-traffic_speed-mc-1
1005,domain-09,2,domain-09-domain-09-zone-01-traffic_speed-mc-2
1006,domain-09,1,domain-09-domain-09-zone-02-air_quality_co2
1007,domain-09,2,domain-09-domain-09-zone-02-air_quality_co2-mc-1
1008,domain-09,2,domain-09-domain-09-zone-02-air_quality_co2-mc-2
1009,domain-09,1,domain-09-domain-09-zone-02-air_quality_pm25
1010,domain-09,2,domain-09-domain-09-zone-02-air_quality_pm25-mc-1
1011,domain-09,2,domain-09-domain-09-zone-02-air_quality_pm25-mc-2
1012,domain-09,1,domain-09-domain-09-zone-02-bus_arrival
1013,domain-09,2,domain-09-domain-09-zone-02-bus_arrival-mc-1
1014,domain-09,2,domain-09-domain-09-zone-02-bus_arrival-mc-2
1015,domain-09,1,domain-09-domain-09-zone-02-humidity
1016,domain-09,2,domain-09-domain-09-zone-02-humidity-mc-1
1017,domain-09,2,domain-09-domain-09-zone-02-humidity-mc-2
1018,domain-09,1,domain-09-domain-09-zone-02-noise_level
1019,domain-09,2,domain-09-domain-09-zone-02-noise_level-mc-1
1020,domain-09,2,domain-09-domain-09-zone-02-noise_level-mc-2
1021,domain-09,1,domain-09-domain-09-zone-02-parking_availability
1022,domain-09,2,domain-09-domain-09-zone-02-parking_availability-mc-1
1023,domain-09,2,domain-09-domain-09-zone-02-parking_availability-mc-2
1024,domain-09,1,domain-09-domain-09-zone-02-rainfall
1025,domain-09,2,domain-09-domain-09-zone-02-rainfall-mc-1
1026,domain-09,2,domain-09-domain-09-zone-02-rainfall-mc-2
1027,domain-09,1,domain-09-domain-09-zone-02-street_light_state
1028,domain-09,2,domain-09-domain-09-zone-02-street_light_state-mc-1
1029,domain-09,2,domain-09-domain-09-zone-02-street_light_state-mc-2
1030,domain-09,1,domain-09-domain-09-zone-02-temperature
1031,domain-09,2,domain-09-domain-09-zone-02-temperature-mc-1
1032,domain-09,2,domain-09-domain-09-zone-02-temperature-mc-2
1033,domain-09,1,domain-09-domain-09-zone-02-traffic_speed
1034,domain-09,2,domain-09-domain-09-zone-02-traffic_speed-mc-1
1035,domain-09,2,domain-09-domain-09-zone-02-traffic_speed-mc-2
1036,domain-09,1,domain-09-domain-09-zone-03-air_quality_co2
1037,domain-09,2,domain-09-domain-09-zone-03-air_quality_co2-mc-1
1038,domain-09,2,domain-09-domain-09-zone-03-air_quality_co2-mc-2
1039,domain-09,1,domain-09-domain-09-zone-03-air_quality_pm25
1040,domain-09,2,domain-09-domain-09-zone-03-air_quality_pm25-mc-1
1041,domain-09,2,domain-09-domain-09-zone-03-air_quality_pm25-mc-2
1042,domain-09,1,domain-09-domain-09-zone-03-bus_arrival
1043,domain-09,2,domain-09-domain-09-zone-03-bus_arrival-mc-1
1044,domain-09,2,domain-09-domain-09-zone-03-bus_arrival-mc-2
1045,domain-09,1,domain-09-domain-09-zone-03-humidity
1046,domain-09,2,domain-09-domain-09-zone-03-humidity-mc-1
1047,domain-09,2,domain-09-domain-09-zone-03-humidity-mc-2
1048,domain-09,1,domain-09-domain-09-zone-03-noise_level
1049,domain-09,2,domain-09-domain-09-zone-03-noise_level-mc-1
1050,domain-09,2,domain-09-domain-09-zone-03-noise_level-mc-2
1051,domain-09,1,domain-09-domain-09-zone-03-parking_availability
1052,domain-09,2,domain-09-domain-09-zone-03-parking_availability-mc-1
1053,domain-09,2,domain-09-domain-09-zone-03-parking_availability-mc-2
1054,domain-09,1,domain-09-domain-09-zone-03-rainfall
1055,domain-09,2,domain-09-domain-09-zone-03-rainfall-mc-1
1056,domain-09,2,domain-09-domain-09-zone-03-rainfall-mc-2
1057,domain-09,1,domain-09-domain-09-zone-03-street_light_state
1058,domain-09,2,domain-09-domain-09-zone-03-street_light_state-mc-1
1059,domain-09,2,domain-09-domain-09-zone-03-street_light_state-mc-2
1060,domain-09,1,domain-09-domain-09-zone-03-temperature
1061,domain-09,2,domain-09-domain-09-zone-03-temperature-mc-1
1062,domain-09,2,domain-09-domain-09-zone-03-temperature-mc-2
1063,domain-09,1,domain-09-domain-09-zone-03-traffic_speed
1064,domain-09,2,domain-09-domain-09-zone-03-traffic_speed-mc-1
1065,domain-09,2,domain-09-domain-09-zone-03-traffic_speed-mc-2
1066,domain-09,1,domain-09-domain-09-zone-04-air_quality_co2
1067,domain-09,2,domain-09-domain-09-zone-04-air_quality_co2-mc-1
1068,domain-09,2,domain-09-domain-09-zone-04-air_quality_co2-mc-2
1069,domain-09,1,domain-09-domain-09-zone-04-air_quality_pm25
1070,domain-09,2,domain-09-domain-09-zone-04-air_quality_pm25-mc-1
1071,domain-09,2,domain-09-domain-09-zone-04-air_quality_pm25-mc-2
1072,domain-09,1,domain-09-domain-09-zone-04-bus_arrival
1073,domain-09,2,domain-09-domain-09-zone-04-bus_arrival-mc-1
1074,domain-09,2,domain-09-domain-09-zone-04-bus_arrival-mc-2
1075,domain-09,1,domain-09-domain-09-zone-04-humidity
1076,domain-09,2,domain-09-domain-09-zone-04-humidity-mc-1
1077,domain-09,2,domain-09-domain-09-zone-04-humidity-mc-2
1078,domain-09,1,domain-09-domain-09-zone-04-noise_level
1079,domain-09,2,domain-09-domain-09-zone-04-noise_level-mc-1
1080,domain-09,2,domain-09-domain-09-zone-04-noise_level-mc-2
1081,domain-09,1,domain-09-domain-09-zone-04-parking_availability
1082,domain-09,2,domain-09-domain-09-zone-04-parking_availability-mc-1
1083,domain-09,2,domain-09-domain-09-zone-04-parking_availability-mc-2
1084,domain-09,1,domain-09-domain-09-zone-04-rainfall
1085,domain-09,2,domain-09-domain-09-zone-04-rainfall-mc-1
1086,domain-09,2,domain-09-domain-09-zone-04-rainfall-mc-2
1087,domain-09,1,domain-09-domain-09-zone-04-street_light_state
1088,domain-09,2,domain-09-domain-09-zone-04-street_light_state-mc-1
1089,domain-09,2,domain-09-domain-09-zone-04-street_light_state-mc-2
1090,domain-09,1,domain-09-domain-09-zone-04-temperature
1091,domain-09,2,domain-09-domain-09-zone-04-temperature-mc-1
1092,domain-09,2,domain-09-domain-09-zone-04-temperature-mc-2
1093,domain-09,1,domain-09-domain-09-zone-04-traffic_speed
1094,domain-09,2,domain-09-domain-09-zone-04-traffic_speed-mc-1
1095,domain-09,2,domain-09-domain-09-zone-04-traffic_speed-mc-2
1096,domain-10,1,domain-10-domain-10-zone-01-air_quality_co2
1097,domain-10,2,domain-10-domain-10-zone-01-air_quality_co2-mc-1
1098,domain-10,2,domain-10-domain-10-zone-01-air_quality_co2-mc-2
1099,domain-10,1,domain-10-domain-10-zone-01-air_quality_pm25
1100,domain-10,2,domain-10-domain-10-zone-01-air_quality_pm25-mc-1
1101,domain-10,2,domain-10-domain-10-zone-01-air_quality_pm25-mc-2
1102,domain-10,1,domain-10-domain-10-zone-01-bus_arrival
1103,domain-10,2,domain-10-domain-10-zone-01-bus_arrival-mc-1
1104,domain-10,2,domain-10-domain-10-zone-01-bus_arrival-mc-2
1105,domain-10,1,domain-10-domain-10-zone-01-humidity
1106,domain-10,2,domain-10-domain-10-zone-01-humidity-mc-1
1107,domain-10,2,domain-10-domain-10-zone-01-humidity-mc-2
1108,domain-10,1,domain-10-domain-10-zone-01-noise_level
1109,domain-10,2,domain-10-domain-10-zone-01-noise_level-mc-1
1110,domain-10,2,domain-10-domain-10-zone-01-noise_level-mc-2
1111,domain-10,1,domain-10-domain-10-zone-01-parking_availability
1112,domain-10,2,domain-10-domain-10-zone-01-parking_availability-mc-1
1113,domain-10,2,domain-10-domain-10-zone-01-parking_availability-mc-2
1114,domain-10,1,domain-10-domain-10-zone-01-rainfall
1115,domain-10,2,domain-10-domain-10-zone-01-rainfall-mc-1
1116,domain-10,2,domain-10-domain-10-zone-01-rainfall-mc-2
1117,domain-10,1,domain-10-domain-10-zone-01-street_light_state
1118,domain-10,2,domain-10-domain-10-zone-01-street_light_state-mc-1
1119,domain-10,2,domain-10-domain-10-zone-01-street_light_state-mc-2
1120,domain-10,1,domain-10-domain-10-zone-01-temperature
1121,domain-10,2,domain-10-domain-10-zone-01-temperature-mc-1
1122,domain-10,2,domain-10-domain-10-zone-01-temperature-mc-2
1123,domain-10,1,domain-10-domain-10-zone-01-traffic_speed
1124,domain-10,2,domain-10-domain-10-zone-01-traffic_speed-mc-1
1125,domain-10,2,domain-10-domain-10-zone-01-traffic_speed-mc-2
1126,domain-10,1,domain-10-domain-10-zone-02-air_quality_co2
1127,domain-10,2,domain-10-domain-10-zone-02-air_quality_co2-mc-1
1128,domain-10,2,domain-10-domain-10-zone-02-air_quality_co2-mc-2
1129,domain-10,1,domain-10-domain-10-zone-02-air_quality_pm25
1130,domain-10,2,domain-10-domain-10-zone-02-air_quality_pm25-mc-1
1131,domain-10,2,domain-10-domain-10-zone-02-air_quality_pm25-mc-2
1132,domain-10,1,domain-10-domain-10-zone-02-bus_arrival
1133,domain-10,2,domain-10-domain-10-zone-02-bus_arrival-mc-1
1134,domain-10,2,domain-10-domain-10-zone-02-bus_arrival-mc-2
1135,domain-10,1,domain-10-domain-10-zone-02-humidity
1136,domain-10,2,domain-10-domain-10-zone-02-humidity-mc-1
1137,domain-10,2,domain-10-domain-10-zone-02-humidity-mc-2
1138,domain-10,1,domain-10-domain-10-zone-02-noise_level
1139,domain-10,2,domain-10-domain-10-zone-02-noise_level-mc-1
1140,domain-10,2,domain-10-domain-10-zone-02-noise_level-mc-2
1141,domain-10,1,domain-10-domain-10-zone-02-parking_availability
1142,domain-10,2,domain-10-domain-10-zone-02-parking_availability-mc-1
1143,domain-10,2,domain-10-domain-10-zone-02-parking_availability-mc-2
1144,domain-10,1,domain-10-domain-10-zone-02-rainfall
1145,domain-10,2,domain-10-domain-10-zone-02-rainfall-mc-1
1146,domain-10,2,domain-10-domain-10-zone-02-rainfall-mc-2
1147,domain-10,1,domain-10-domain-10-zone-02-street_light_state
1148,domain-10,2,domain-10-domain-10-zone-02-street_light_state-mc-1
1149,domain-10,2,domain-10-domain-10-zone-02-street_light_state-mc-2
1150,domain-10,1,domain-10-domain-10-zone-02-temperature
1151,domain-10,2,domain-10-domain-10-zone-02-temperature-mc-1
1152,domain-10,2,domain-10-domain-10-zone-02-temperature-mc-2
1153,domain-10,1,domain-10-domain-10-zone-02-traffic_speed
1154,domain-10,2,domain-10-domain-10-zone-02-traffic_speed-mc-1
1155,domain-10,2,domain-10-domain-10-zone-02-traffic_speed-mc-2
1156,domain-10,1,domain-10-domain-10-zone-03-air_quality_co2
1157,domain-10,2,domain-10-domain-10-zone-03-air_quality_co2-mc-1
1158,domain-10,2,domain-10-domain-10-zone-03-air_quality_co2-mc-2
1159,domain-10,1,domain-10-domain-10-zone-03-air_quality_pm25
1160,domain-10,2,domain-10-domain-10-zone-03-air_quality_pm25-mc-1
1161,domain-10,2,domain-10-domain-10-zone-03-air_quality_pm25-mc-2
1162,domain-10,1,domain-10-domain-10-zone-03-bus_arrival
1163,domain-10,2,domain-10-domain-10-zone-03-bus_arrival-mc-1
1164,domain-10,2,domain-10-domain-10-zone-03-bus_arrival-mc-2
1165,domain-10,1,domain-10-domain-10-zone-03-humidity
1166,domain-10,2,domain-10-domain-10-zone-03-humidity-mc-1
1167,domain-10,2,domain-10-domain-10-zone-03-humidity-mc-2
1168,domain-10,1,domain-10-domain-10-zone-03-noise_level
1169,domain-10,2,domain-10-domain-10-zone-03-noise_level-mc-1
1170,domain-10,2,domain-10-domain-10-zone-03-noise_level-mc-2
1171,domain-10,1,domain-10-domain-10-zone-03-parking_availability
1172,domain-10,2,domain-10-domain-10-zone-03-parking_availability-mc-1
1173,domain-10,2,domain-10-domain-10-zone-03-parking_availability-mc-2
1174,domain-10,1,domain-10-domain-10-zone-03-rainfall
1175,domain-10,2,domain-10-domain-10-zone-03-rainfall-mc-1
1176,domain-10,2,domain-10-domain-10-zone-03-rainfall-mc-2
1177,domain-10,1,domain-10-domain-10-zone-03-street_light_state
1178,domain-10,2,domain-10-domain-10-zone-03-street_light_state-mc-1
1179,domain-10,2,domain-10-domain-10-zone-03-street_light_state-mc-2
1180,domain-10,1,domain-10-domain-10-zone-03-temperature
1181,domain-10,2,domain-10-domain-10-zone-03-temperature-mc-1
1182,domain-10,2,domain-10-domain-10-zone-03-temperature-mc-2
1183,domain-10,1,domain-10-domain-10-zone-03-traffic_speed
1184,domain-10,2,domain-10-domain-10-zone-03-traffic_speed-mc-1
1185,domain-10,2,domain-10-domain-10-zone-03-traffic_speed-mc-2
1186,domain-10,1,domain-10-domain-10-zone-04-air_quality_co2
1187,domain-10,2,domain-10-domain-10-zone-04-air_quality_co2-mc-1
1188,domain-10,2,domain-10-domain-10-zone-04-air_quality_co2-mc-2
1189,domain-10,1,domain-10-domain-10-zone-04-air_quality_pm25
1190,domain-10,2,domain-10-domain-10-zone-04-air_quality_pm25-mc-1
1191,domain-10,2,domain-10-domain-10-zone-04-air_quality_pm25-mc-2
1192,domain-10,1,domain-10-domain-10-zone-04-bus_arrival
1193,domain-10,2,domain-10-domain-10-zone-04-bus_arrival-mc-1
1194,domain-10,2,domain-10-domain-10-zone-04-bus_arrival-mc-2
1195,domain-10,1,domain-10-domain-10-zone-04-humidity
1196,domain-10,2,domain-10-domain-10-zone-04-humidity-mc-1
1197,domain-10,2,domain-10-domain-10-zone-04-humidity-mc-2
1198,domain-10,1,domain-10-domain-10-zone-04-noise_level
1199,domain-10,2,domain-10-domain-10-zone-04-noise_level-mc-1
1200,domain-10,2,domain-10-domain-10-zone-04-noise_level-mc-2
1201,domain-10,1,domain-10-domain-10-zone-04-parking_availability
1202,domain-10,2,domain-10-domain-10-zone-04-parking_availability-mc-1
1203,domain-10,2,domain-10-domain-10-zone-04-parking_availability-mc-2
1204,domain-10,1,domain-10-domain-10-zone-04-rainfall
1205,domain-10,2,domain-10-domain-10-zone-04-rainfall-mc-1
1206,domain-10,2,domain-10-domain-10-zone-04-rainfall-mc-2
1207,domain-10,1,domain-10-domain-10-zone-04-street_light_state
1208,domain-10,2,domain-10-domain-10-zone-04-street_light_state-mc-1
1209,domain-10,2,domain-10-domain-10-zone-04-street_light_state-mc-2
1210,domain-10,1,domain-10-domain-10-zone-04-temperature
1211,domain-10,2,domain-10-domain-10-zone-04-temperature-mc-1
1212,domain-10,2,domain-10-domain-10-zone-04-temperature-mc-2
1213,domain-10,1,domain-10-domain-10-zone-04-traffic_speed
1214,domain-10,2,domain-10-domain-10-zone-04-traffic_speed-mc-1
1215,domain-10,2,domain-10-domain-10-zone-04-traffic_speed-mc-2
1216,domain-11,1,domain-11-domain-11-zone-01-air_quality_co2
1217,domain-11,2,domain-11-domain-11-zone-01-air_quality_co2-mc-1
1218,domain-11,2,domain-11-domain-11-zone-01-air_quality_co2-mc-2
1219,domain-11,1,domain-11-domain-11-zone-01-air_quality_pm25
1220,domain-11,2,domain-11-domain-11-zone-01-air_quality_pm25-mc-1
1221,domain-11,2,domain-11-domain-11-zone-01-air_quality_pm25-mc-2
1222,domain-11,1,domain-11-domain-11-zone-01-bus_arrival
1223,domain-11,2,domain-11-domain-11-zone-01-bus_arrival-mc-1
1224,domain-11,2,domain-11-domain-11-zone-01-bus_arrival-mc-2
1225,domain-11,1,domain-11-domain-11-zone-01-humidity
1226,domain-11,2,domain-11-domain-11-zone-01-humidity-mc-1
1227,domain-11,2,domain-11-domain-11-zone-01-humidity-mc-2
1228,domain-11,1,domain-11-domain-11-zone-01-noise_level
1229,domain-11,2,domain-11-domain-11-zone-01-noise_level-mc-1
1230,domain-11,2,domain-11-domain-11-zone-01-noise_level-mc-2
1231,domain-11,1,domain-11-domain-11-zone-01-parking_availability
1232,domain-11,2,domain-11-domain-11-zone-01-parking_availability-mc-1
1233,domain-11,2,domain-11-domain-11-zone-01-parking_availability-mc-2
1234,domain-11,1,domain-11-domain-11-zone-01-rainfall
1235,domain-11,2,domain-11-domain-11-zone-01-rainfall-mc-1
1236,domain-11,2,domain-11-domain-11-zone-01-rainfall-mc-2
1237,domain-11,1,domain-11-domain-11-zone-01-street_light_state
1238,domain-11,2,domain-11-domain-11-zone-01-street_light_state-mc-1
1239,domain-11,2,domain-11-domain-11-zone-01-street_light_state-mc-2
1240,domain-11,1,domain-11-domain-11-zone-01-temperature
1241,domain-11,2,domain-11-domain-11-zone-01-temperature-mc-1
1242,domain-11,2,domain-11-domain-11-zone-01-temperature-mc-2
1243,domain-11,1,domain-11-domain-11-zone-01-traffic_speed
1244,domain-11,2,domain-11-domain-11-zone-01-traffic_speed-mc-1
1245,domain-11,2,domain-11-domain-11-zone-01-traffic_speed-mc-2
1246,domain-11,1,domain-11-domain-11-zone-02-air_quality_co2
1247,domain-11,2,domain-11-domain-11-zone-02-air_quality_co2-mc-1
1248,domain-11,2,domain-11-domain-11-zone-02-air_quality_co2-mc-2
1249,domain-11,1,domain-11-domain-11-zone-02-air_quality_pm25
1250,domain-11,2,domain-11-domain-11-zone-02-air_quality_pm25-mc-1
1251,domain-11,2,domain-11-domain-11-zone-02-air_quality_pm25-mc-2
1252,domain-11,1,domain-11-domain-11-zone-02-bus_arrival
